time_s,scenario_A_heart_rate_bpm,scenario_B_heart_rate_bpm,delta_heart_rate_bpm,scenario_A_map_mmhg,scenario_B_map_mmhg,delta_map_mmhg,scenario_A_cardiac_output_l_min,scenario_B_cardiac_output_l_min,delta_cardiac_output_l_min,scenario_A_blood_volume_l,scenario_B_blood_volume_l,delta_blood_volume_l,scenario_A_systemic_vascular_resistance,scenario_B_systemic_vascular_resistance,delta_systemic_vascular_resistance
81,72.10912326496717,72.10912326496717,0.0,90.03571922863097,90.03571922863097,0.0,5.0099384364900565,5.0099384364900565,0.0,5.200406694818387,5.200406694818387,0.0,15.334397463021109,15.334397463021109,0.0
82,72.02455959900875,72.02455959900875,0.0,90.18393526860636,90.18393526860636,0.0,5.016875618066599,5.016875618066599,0.0,5.197579564239354,5.197579564239354,0.0,15.464198613536208,15.464198613536208,0.0
83,71.96877647982905,71.96877647982905,0.0,89.81143752242168,89.81143752242168,0.0,5.028960451148827,5.028960451148827,0.0,5.196816258288825,5.196816258288825,0.0,15.39549417045593,15.39549417045593,0.0
84,71.94834846320254,71.94834846320254,0.0,89.75762607177059,89.75762607177059,0.0,4.987262491220124,4.987262491220124,0.0,5.196011018784408,5.196011018784408,0.0,15.512401177909332,15.512401177909332,0.0
85,71.57939293545243,71.57939293545243,0.0,89.5612818512591,89.5612818512591,0.0,4.985894010664973,4.985894010664973,0.0,5.19183280644742,5.19183280644742,0.0,15.591206539694078,15.591206539694078,0.0
86,71.42496428866224,71.42496428866224,0.0,89.74101106788834,89.74101106788834,0.0,4.978101926836485,4.978101926836485,0.0,5.1950059174243,5.1950059174243,0.0,15.533465864814223,15.533465864814223,0.0
87,71.3310178044356,71.3310178044356,0.0,89.19183927453653,89.19183927453653,0.0,4.984170568161238,4.984170568161238,0.0,5.200404300505122,5.200404300505122,0.0,15.560569463740624,15.560569463740624,0.0
88,71.57239897782969,71.57239897782969,0.0,89.5394464770015,89.5394464770015,0.0,5.006616471698138,5.006616471698138,0.0,5.204868091748729,5.204868091748729,0.0,15.645012661682546,15.645012661682546,0.0
89,71.26621390695786,71.26621390695786,0.0,89.13231815041168,89.13231815041168,0.0,5.019292380659031,5.019292380659031,0.0,5.2051185564426214,5.2051185564426214,0.0,15.546730472376762,15.546730472376762,0.0
90,71.55879873644237,71.55879873644237,0.0,89.09305721590326,89.09305721590326,0.0,5.025303937938156,5.025303937938156,0.0,5.207188555785552,5.207188555785552,0.0,15.615385208263287,15.615385208263287,0.0
91,71.89421589667738,71.89421589667738,0.0,89.10297449602183,89.10297449602183,0.0,4.9839896986150345,4.9839896986150345,0.0,5.204733363043696,5.204733363043696,0.0,15.524126490525465,15.524126490525465,0.0
92,72.27992957198771,72.27992957198771,0.0,89.33216160794721,89.33216160794721,0.0,4.952200741788479,4.952200741788479,0.0,5.206261048390095,5.206261048390095,0.0,15.394709143442014,15.394709143442014,0.0
93,71.91070799363908,71.91070799363908,0.0,89.81802702516795,89.81802702516795,0.0,4.966596808617328,4.966596808617328,0.0,5.201970993251704,5.201970993251704,0.0,15.420867433347643,15.420867433347643,0.0
94,72.15300216547709,72.15300216547709,0.0,89.71080691442168,89.71080691442168,0.0,4.96068918170668,4.96068918170668,0.0,5.201873009229273,5.201873009229273,0.0,15.351085654938956,15.351085654938956,0.0
95,72.40492807976328,72.40492807976328,0.0,89.57964018935215,89.57964018935215,0.0,5.002785325777593,5.002785325777593,0.0,5.203079102740957,5.203079102740957,0.0,15.394589059067403,15.394589059067403,0.0
96,72.49737398665187,72.49737398665187,0.0,89.78596401334651,89.78596401334651,0.0,5.039652435859246,5.039652435859246,0.0,5.200533735242761,5.200533735242761,0.0,15.315577171076832,15.315577171076832,0.0
97,72.43775370381148,72.43775370381148,0.0,89.75187233428527,89.75187233428527,0.0,5.052855917462051,5.052855917462051,0.0,5.198175015509485,5.198175015509485,0.0,15.341438185486009,15.341438185486009,0.0
98,72.62298723469674,72.62298723469674,0.0,89.8934424031894,89.8934424031894,0.0,5.025328701854149,5.025328701854149,0.0,5.197968017878749,5.197968017878749,0.0,15.352397132559908,15.352397132559908,0.0
99,72.41325025112384,72.41325025112384,0.0,89.96678551887713,89.96678551887713,0.0,4.996504080439339,4.996504080439339,0.0,5.195251684700513,5.195251684700513,0.0,15.460125856342938,15.460125856342938,0.0
100,72.21061176384372,72.21061176384372,0.0,90.30911798077437,90.30911798077437,0.0,4.979070950654053,4.979070950654053,0.0,5.190732850174195,5.190732850174195,0.0,15.569518703791573,15.569518703791573,0.0
101,71.84092469758527,71.84092469758527,0.0,90.36635944796092,90.36635944796092,0.0,5.002510241937815,5.002510241937815,0.0,5.1933799039577,5.1933799039577,0.0,15.45562299387047,15.45562299387047,0.0
102,71.86241722592075,71.86241722592075,0.0,90.13445576363027,90.13445576363027,0.0,4.97990378529672,4.97990378529672,0.0,5.195827089164925,5.195827089164925,0.0,15.394706861168569,15.394706861168569,0.0
103,71.95260122003343,71.95260122003343,0.0,90.13091590127608,90.13091590127608,0.0,4.97661934062151,4.97661934062151,0.0,5.1986200910605795,5.1986200910605795,0.0,15.322945363714556,15.322945363714556,0.0
104,72.1234771149316,72.1234771149316,0.0,89.80975015092487,89.80975015092487,0.0,4.9493842938833845,4.9493842938833845,0.0,5.195656265422104,5.195656265422104,0.0,15.338606832185288,15.338606832185288,0.0
105,72.12978568360285,72.12978568360285,0.0,89.70258012251672,89.70258012251672,0.0,4.933433134177545,4.933433134177545,0.0,5.195845557135102,5.195845557135102,0.0,15.402427071779087,15.402427071779087,0.0
106,72.48754514878135,72.48754514878135,0.0,89.5754240475579,89.5754240475579,0.0,4.9103367438101415,4.9103367438101415,0.0,5.193118903827164,5.193118903827164,0.0,15.337355058214712,15.337355058214712,0.0
107,72.1427214417696,72.1427214417696,0.0,89.4258903465249,89.4258903465249,0.0,4.9042178109320345,4.9042178109320345,0.0,5.198412035210683,5.198412035210683,0.0,15.338628283922127,15.338628283922127,0.0
108,72.27478434782854,72.27478434782854,0.0,89.61371606358858,89.61371606358858,0.0,4.9162388326691895,4.9162388326691895,0.0,5.202266199214947,5.202266199214947,0.0,15.465893167738392,15.465893167738392,0.0
109,72.20049195197612,72.20049195197612,0.0,89.37881533137428,89.37881533137428,0.0,4.89149943255833,4.89149943255833,0.0,5.20649563989783,5.20649563989783,0.0,15.55049652960165,15.55049652960165,0.0
110,72.42184144306702,72.42184144306702,0.0,89.06473566326018,89.06473566326018,0.0,4.916298912530623,4.916298912530623,0.0,5.201512367950367,5.201512367950367,0.0,15.547522829573776,15.547522829573776,0.0
111,72.39564624002942,72.39564624002942,0.0,89.4782231900905,89.4782231900905,0.0,4.896917502064658,4.896917502064658,0.0,5.2040358801388615,5.2040358801388615,0.0,15.554723545064835,15.554723545064835,0.0
112,72.5565204079265,72.5565204079265,0.0,89.42957894014893,89.42957894014893,0.0,4.906681217879908,4.906681217879908,0.0,5.203140399020066,5.203140399020066,0.0,15.585015124171596,15.585015124171596,0.0
113,72.84766538105836,72.84766538105836,0.0,89.50260448571916,89.50260448571916,0.0,4.9278744831281,4.9278744831281,0.0,5.205290199632965,5.205290199632965,0.0,15.631057744538918,15.631057744538918,0.0
114,72.46024004045088,72.46024004045088,0.0,89.55453760018383,89.55453760018383,0.0,4.910040550886161,4.910040550886161,0.0,5.201605354107848,5.201605354107848,0.0,15.651998116713361,15.651998116713361,0.0
115,71.9789532529973,71.9789532529973,0.0,89.65883149686157,89.65883149686157,0.0,4.905316884811994,4.905316884811994,0.0,5.198791759425988,5.198791759425988,0.0,15.693792981075724,15.693792981075724,0.0
116,72.1451584274516,72.1451584274516,0.0,89.82737574110119,89.82737574110119,0.0,4.951834183522621,4.951834183522621,0.0,5.2017666452748195,5.2017666452748195,0.0,15.671501887462423,15.671501887462423,0.0
117,72.24779210290576,72.24779210290576,0.0,89.99014941303545,89.99014941303545,0.0,4.961811108469183,4.961811108469183,0.0,5.203101739351754,5.203101739351754,0.0,15.650958394108738,15.650958394108738,0.0
118,72.46417994273887,72.46417994273887,0.0,89.5240363760911,89.5240363760911,0.0,4.951503838925116,4.951503838925116,0.0,5.205343315186913,5.205343315186913,0.0,15.514310905507063,15.514310905507063,0.0
119,72.21092686472697,72.21092686472697,0.0,89.555604342942,89.555604342942,0.0,4.973938444539516,4.973938444539516,0.0,5.209342849700764,5.209342849700764,0.0,15.606783277648454,15.606783277648454,0.0
120,72.16772848627836,72.16772848627836,0.0,89.04391703402416,89.04391703402416,0.0,4.971970106671055,4.971970106671055,0.0,5.206819052517493,5.206819052517493,0.0,15.675307487306906,15.675307487306906,0.0
