scenario_name,patient_file,simulation_time_seconds,heart_rate_bpm,systolic_bp_mmhg,diastolic_bp_mmhg,map_mmhg,cardiac_output_l_min,stroke_volume_ml,blood_volume_l,systemic_vascular_resistance,spo2,cvp_mmhg,clinical_state
Dehydrate,StandardMale.xml,632,71.52315915162929,118.01396348984598,76.31970753363053,90.21779285236902,5.069773393054238,70.54490248853575,5.204714871978339,15.366685220350922,0.9838305593896778,5.400227058655069,NORMAL
Dehydrate,StandardMale.xml,633,71.75142696951914,118.59215921947681,76.63616145484086,90.62149404305285,5.078830978558568,70.66769419128465,5.203069196778367,15.39753545269233,0.9852724580088238,5.408675783258728,NORMAL
Dehydrate,StandardMale.xml,634,71.83930496577095,118.59967632092156,76.10929270416096,90.27275390974783,5.028739220254023,70.59310479717557,5.203790346227868,15.295484264594961,0.9853621296149028,5.40564759470667,NORMAL
Dehydrate,StandardMale.xml,635,72.22601754499286,118.2557801090559,76.3944063769765,90.34819762100297,5.0571971049722295,69.91822574768125,5.201925803374948,15.29415750084668,0.985071138817642,5.4069745737529225,NORMAL
Dehydrate,StandardMale.xml,636,72.3017927176689,118.2432989263512,75.94120763511866,90.04190473219617,5.027245943778709,69.95330861551832,5.205119308307476,15.354854969203082,0.9841484295178738,5.403543649277591,NORMAL
Dehydrate,StandardMale.xml,637,71.99217336682943,118.63423462395484,76.37081727341757,90.45862305693,5.051729924313637,69.53386103967179,5.2090336896690905,15.35705789021858,0.9856994564855329,5.409419982030117,NORMAL
Dehydrate,StandardMale.xml,638,71.96260425768187,118.6292405447029,76.07602829623997,90.26043237906094,5.010232548735625,70.07350767419916,5.204293419737345,15.288057981769589,0.9863202988047932,5.416622791447082,NORMAL
Dehydrate,StandardMale.xml,639,71.95913528383697,118.31849413603676,75.6209529118557,89.85346665324938,5.021308208812787,69.59723933492805,5.199950587421759,15.28893943366381,0.9865732808724548,5.407900273698008,NORMAL
Dehydrate,StandardMale.xml,640,72.28663767283585,118.02597040067101,75.60626729263686,89.74616832864824,5.027779009723823,69.73339860493901,5.198011293127444,15.34378598229124,0.9866999980778808,5.399909076466754,NORMAL
Dehydrate,StandardMale.xml,641,72.28712068406551,117.83320960810113,75.43213189670138,89.56582446716796,5.018345601043295,69.55220226284166,5.193218620176217,15.395416240369789,0.9858025991520712,5.396340602699141,NORMAL
Dehydrate,StandardMale.xml,642,72.01229509725444,118.18855069808244,75.42220703707,89.67765492407415,5.043112200804519,69.43861314559655,5.1901038876934775,15.429438400846326,0.9864373452543036,5.387521658739297,NORMAL
Dehydrate,StandardMale.xml,643,72.31237503784067,118.11438313354377,75.32058942241541,89.58518732612487,5.021810757802656,69.9537338003265,5.191411855407442,15.366720918592417,0.9853497319558017,5.38179027429168,NORMAL
Dehydrate,StandardMale.xml,644,72.34105318283073,118.57945295453386,75.83087865614334,90.08040342227352,4.990107397413222,69.46031549024676,5.192484705906368,15.37981144778794,0.9846114728843335,5.384197051071176,NORMAL
Dehydrate,StandardMale.xml,645,72.58829939488177,117.91841276754973,75.34123088603761,89.53362484654164,4.952914745036209,69.05751861341743,5.193157378757713,15.297726912486075,0.9832361204903238,5.386171191289716,NORMAL
Dehydrate,StandardMale.xml,646,72.54717119900202,117.79518777464374,75.52668187161865,89.61618383929368,4.991687119259642,68.4198308195417,5.194220424529871,15.414400095985563,0.9835075604807977,5.38740896908922,NORMAL
Dehydrate,StandardMale.xml,647,72.84696842783099,117.78019937660774,75.91253490437124,89.8684230617834,4.982059237811165,68.91556316187683,5.191915600346023,15.436149230897673,0.9844433238868672,5.3893650677395595,NORMAL
Dehydrate,StandardMale.xml,648,72.88002056052166,117.51342545497029,75.8804536946279,89.75811094807537,4.985280509221328,68.56805251685283,5.191529844829224,15.438794673865967,0.9844943350603539,5.385123986505455,NORMAL
Dehydrate,StandardMale.xml,649,72.85064268774296,118.05777404728018,76.26234882410716,90.1941572318315,4.996362876873202,68.58093668036318,5.188865516564405,15.485880105773045,0.9845771758381539,5.384414162088168,NORMAL
Dehydrate,StandardMale.xml,650,72.65342368340728,117.6017886752466,76.76997622260686,90.38058037348677,5.009600122898946,68.73578066028827,5.194433136303673,15.389802916445095,0.9853187424180276,5.379511561410597,NORMAL
Dehydrate,StandardMale.xml,651,72.52178079697698,117.45089349371514,76.34208457222518,90.0450208793885,5.007333506245874,69.0469931614193,5.190506849763326,15.470284052133797,0.9849015627377542,5.389756476298384,NORMAL
Dehydrate,StandardMale.xml,652,72.06144473752151,117.10489891361907,76.79115988649825,90.22907289553852,4.995257363656998,69.12261407019217,5.190962622437614,15.496916958197087,0.984773363696064,5.382531760295024,NORMAL
