time_s,scenario_A_heart_rate_bpm,scenario_B_heart_rate_bpm,delta_heart_rate_bpm,scenario_A_map_mmhg,scenario_B_map_mmhg,delta_map_mmhg,scenario_A_cardiac_output_l_min,scenario_B_cardiac_output_l_min,delta_cardiac_output_l_min,scenario_A_blood_volume_l,scenario_B_blood_volume_l,delta_blood_volume_l,scenario_A_systemic_vascular_resistance,scenario_B_systemic_vascular_resistance,delta_systemic_vascular_resistance
8318,72.63789685385028,72.63789685385028,0.0,90.1776518334983,90.1776518334983,0.0,4.979953524020251,4.979953524020251,0.0,5.1997721645454,5.1997721645454,0.0,15.409914272463032,15.409914272463032,0.0
8319,72.65094131324064,72.65094131324064,0.0,89.77346208980397,89.77346208980397,0.0,5.004747589845768,5.004747589845768,0.0,5.197889243835805,5.197889243835805,0.0,15.479008868725078,15.479008868725078,0.0
8320,72.35959536010213,72.35959536010213,0.0,90.3594541719713,90.3594541719713,0.0,4.978406704959959,4.978406704959959,0.0,5.193686416611659,5.193686416611659,0.0,15.59043063817293,15.59043063817293,0.0
8321,72.68243352352765,72.68243352352765,0.0,90.5627731591224,90.5627731591224,0.0,4.964954481323872,4.964954481323872,0.0,5.195204324235437,5.195204324235437,0.0,15.468500607301973,15.468500607301973,0.0
8322,72.2401087112706,72.2401087112706,0.0,90.65257157413285,90.65257157413285,0.0,4.944675030363279,4.944675030363279,0.0,5.198405966698975,5.198405966698975,0.0,15.370191802318008,15.370191802318008,0.0
8323,72.54215153494081,72.54215153494081,0.0,90.27070065780002,90.27070065780002,0.0,4.981669692230119,4.981669692230119,0.0,5.199244770839288,5.199244770839288,0.0,15.383455767666778,15.383455767666778,0.0
8324,72.82111814909034,72.82111814909034,0.0,90.58475927568372,90.58475927568372,0.0,4.984186616491657,4.984186616491657,0.0,5.20229170549988,5.20229170549988,0.0,15.367387196312606,15.367387196312606,0.0
8325,72.49541914266025,72.49541914266025,0.0,90.14532863865878,90.14532863865878,0.0,4.947826903710743,4.947826903710743,0.0,5.202851158083313,5.202851158083313,0.0,15.333658788126563,15.333658788126563,0.0
8326,72.60749816231251,72.60749816231251,0.0,90.26740191773045,90.26740191773045,0.0,4.947089732637344,4.947089732637344,0.0,5.20731858887779,5.20731858887779,0.0,15.3548182341261,15.3548182341261,0.0
8327,72.65187220463648,72.65187220463648,0.0,89.71011434814191,89.71011434814191,0.0,4.993774453329867,4.993774453329867,0.0,5.207991806755831,5.207991806755831,0.0,15.430455039408514,15.430455039408514,0.0
