time_s,scenario_name,action_type,status,detail,payload
234,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
235,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
236,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
237,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
238,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
239,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
240,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
241,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
242,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
243,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
244,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
245,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
246,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
247,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
248,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
249,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
250,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
251,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
252,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
253,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
254,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
255,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
256,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
257,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
258,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
259,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
260,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
261,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
262,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
263,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
264,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
265,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
266,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
267,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
268,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
269,CPRForceScale,ChestCompressionForceScaleData,APPLIED,Action accepted by backend,"{""ForceScale"": {""unit"": null, ""value"": 0.6228}}"
