scenario_name,patient_file,simulation_time_seconds,heart_rate_bpm,systolic_bp_mmhg,diastolic_bp_mmhg,map_mmhg,cardiac_output_l_min,stroke_volume_ml,blood_volume_l,systemic_vascular_resistance,spo2,cvp_mmhg,clinical_state
Baroreceptors,StandardMale.xml,1,72.11154143876631,117.33501505731174,75.73003518204294,89.59836180713253,4.977856859051906,69.44444444444444,5.20236471214164,15.399999999999999,0.9855300984622687,5.4,NORMAL
Baroreceptors,StandardMale.xml,2,72.40506606032442,116.8348672134934,75.6680630679684,89.39033111647673,4.94318837803609,69.09020994814504,5.199362019946158,15.517369430437558,0.9855037799937241,5.404351280396245,NORMAL
Baroreceptors,StandardMale.xml,3,71.95286881636282,116.55014663576947,75.88692801096411,89.44133421923256,4.954346578918781,68.44516808537139,5.196617436235225,15.605645215038368,0.9857312970210556,5.398826060029636,NORMAL
Baroreceptors,StandardMale.xml,4,72.20895661586954,116.02960716041399,76.26719742210612,89.52133400154207,4.9762752098157605,68.93172191990098,5.19529039626627,15.655898220627058,0.9846392642390925,5.393775782202182,NORMAL
Baroreceptors,StandardMale.xml,5,72.53684966523691,116.03236678534816,75.74709590944342,89.17551953474499,4.947170813859749,68.99485996875016,5.199141899053139,15.747773115561904,0.9849792851721206,5.391333910779329,NORMAL
Baroreceptors,StandardMale.xml,6,72.68523794932858,116.58519428401853,75.82028663317848,89.4085891834585,4.992052807191578,68.39087969650473,5.197995852788735,15.747286043470563,0.9851370633321292,5.398421018033304,NORMAL
Baroreceptors,StandardMale.xml,7,72.8245491136938,116.91736599119731,76.27545179079989,89.8227565242657,4.999298925809866,68.81257159587906,5.2002018139143305,15.649712332422528,0.983763577504143,5.3963121911043626,NORMAL
Baroreceptors,StandardMale.xml,8,72.45740233732555,116.74972198964184,75.73883572450063,89.40913114621436,4.97801552518737,68.79100784747362,5.1961956920587715,15.591084231880222,0.983196357197895,5.400371355529348,NORMAL
Baroreceptors,StandardMale.xml,9,72.4830369155097,116.7073985790474,75.61374049634631,89.31162652391335,4.957702707109036,68.82179326840863,5.194169645947634,15.620673294302142,0.9846505322770744,5.392999735454286,NORMAL
Baroreceptors,StandardMale.xml,10,72.513905485797,117.01206665766667,75.26449356226946,89.1803512607352,4.9816635554095905,68.55861174031041,5.191269840256428,15.628143350053424,0.984316840498702,5.389271630637618,NORMAL
Baroreceptors,StandardMale.xml,11,72.81236890590677,117.32415154922651,75.41925753940134,89.3875555426764,4.99887368150377,68.82149834008054,5.195396384491003,15.574369622913842,0.9851994626511686,5.3839357305782105,NORMAL
Baroreceptors,StandardMale.xml,12,72.44834986368147,116.74850617704146,75.26604023499323,89.09352888234264,4.980442889465595,68.79537542368904,5.19287429769971,15.519286832884838,0.9865122436411401,5.391528938527694,NORMAL
Baroreceptors,StandardMale.xml,13,72.66817192271247,116.63610961075321,75.53880917911367,89.23790932299352,4.9746969251796065,68.85791886448044,5.197589513295712,15.620887884472932,0.9862678868733519,5.386888074796614,NORMAL
Baroreceptors,StandardMale.xml,14,72.35895703466639,116.44164946679638,75.66664229006315,89.25831134897423,4.95908465232431,68.6184362361844,5.198628105073418,15.64072580879504,0.9873599808870166,5.395564490342364,NORMAL
Baroreceptors,StandardMale.xml,15,72.21340956742738,116.23180954412695,76.30285798132216,89.61250850225709,4.965293492833466,68.67152185054336,5.1946468898570775,15.67504790373865,0.9858126363600058,5.397475591470679,NORMAL
Baroreceptors,StandardMale.xml,16,71.86244428013438,116.61800185789672,76.6177664676754,89.95117826441583,4.963686493303785,68.85947535820193,5.190710177973628,15.712084520097523,0.9853925194036677,5.390149801824217,NORMAL
Baroreceptors,StandardMale.xml,17,72.28427600607631,116.82115100335498,77.1104710473805,90.34736436603866,4.99738299976138,69.11533984795753,5.1865677613511645,15.643921815956762,0.9860233007430587,5.382905902263472,NORMAL
Baroreceptors,StandardMale.xml,18,72.37811380375813,117.01142787441812,76.70017748766621,90.13726094991685,5.009008324215884,69.18927620906835,5.1837572655911295,15.608066117630838,0.9857457778851445,5.375283487710341,NORMAL
Baroreceptors,StandardMale.xml,19,72.27255236436343,117.76293045972203,77.06892799257872,90.63359548162649,4.988880241236622,69.25513292026984,5.185061824059314,15.574482367761496,0.9847221044193717,5.370111925857623,NORMAL
Baroreceptors,StandardMale.xml,20,72.55324927400432,118.309512862779,76.70145939227505,90.57081054910971,5.001476486466754,69.09641484748326,5.187345916775404,15.441842626998493,0.9837028415288417,5.372512429322043,NORMAL
Baroreceptors,StandardMale.xml,21,72.66297083480552,118.32827478488002,76.95338751532829,90.74501660517886,5.0037082272629245,69.02795664923171,5.183363400368235,15.34537117145749,0.9832790247647356,5.376715362813911,NORMAL
Baroreceptors,StandardMale.xml,22,72.15837600475773,118.8904395436237,77.29582778262785,91.16069836962647,5.029747822610375,68.96914582765785,5.182768730684397,15.342059703829353,0.9820904018465622,5.369387178860741,NORMAL
Baroreceptors,StandardMale.xml,23,72.432074985008,119.41153936260395,76.6463481469336,90.90141188549039,5.024666967051951,69.67712340457878,5.17983859209389,15.24283797216265,0.9831048469658854,5.368292933818411,NORMAL
Baroreceptors,StandardMale.xml,24,72.56642062130734,118.72542716567388,76.54073909137867,90.6023017828104,5.025367536070798,69.40045312076018,5.17910117555432,15.150864176925158,0.9843736741593508,5.362901218529839,NORMAL
Baroreceptors,StandardMale.xml,25,72.40225633400256,118.23670471437683,76.52435587978343,90.42847215798123,5.040385041918088,69.30349084698594,5.17778366393033,15.271962554648416,0.9838589012824754,5.361544306592867,NORMAL
Baroreceptors,StandardMale.xml,26,72.72545911659701,118.41872045795995,76.3884625404583,90.39854851295885,5.036414967602123,69.61226144172646,5.175770026044255,15.358221764547057,0.9831242305094955,5.359119968171145,NORMAL
Baroreceptors,StandardMale.xml,27,72.46442413857672,118.49315171303859,76.01895466784049,90.17702034957318,5.009184721390524,69.31110562702965,5.173417278655493,15.326096098560306,0.9836675176289396,5.355414695590806,NORMAL
Baroreceptors,StandardMale.xml,28,72.16339175177343,119.00279287746942,76.44828991596324,90.6331242364653,4.9736306199799,69.18963169921103,5.172922762045029,15.312959028147834,0.9842809903718026,5.351085431402677,NORMAL
