scenario_name,patient_file,simulation_time_seconds,heart_rate_bpm,systolic_bp_mmhg,diastolic_bp_mmhg,map_mmhg,cardiac_output_l_min,stroke_volume_ml,blood_volume_l,systemic_vascular_resistance,spo2,cvp_mmhg,clinical_state
AcuteStress,StandardMale.xml,976,74.08926573616927,120.61007700796308,76.12314892066733,90.95212494976592,5.264867580652418,71.0371106948177,5.19521845272735,14.996741457747312,0.9855448510086756,5.380972783669632,NORMAL
AcuteStress,StandardMale.xml,977,74.23448488568297,120.6560916908352,75.72024509288622,90.69886062553587,5.235787059004566,70.96032155080583,5.190546425654883,14.915361332310232,0.9849092378663465,5.390269822179997,NORMAL
AcuteStress,StandardMale.xml,978,73.88815305072464,120.12444344108019,75.40100007206892,90.30881452840602,5.235654373577224,70.50638535527635,5.186198602043053,14.908025327013814,0.9843267738482324,5.381703422313022,NORMAL
AcuteStress,StandardMale.xml,979,73.76677801143514,119.80897732127225,75.54484299834603,90.29955443932144,5.202687380350795,70.77492524114896,5.184881889809975,15.002620717828144,0.9856026811768299,5.3737325842295025,NORMAL
AcuteStress,StandardMale.xml,980,73.70463973982118,119.704007745736,75.19756480393414,90.03304578453476,5.196911892722654,70.48250020307121,5.183871325199746,15.059035187287385,0.9840294394537327,5.37133829178063,NORMAL
AcuteStress,StandardMale.xml,981,73.90994597150474,120.27447617878728,75.11335663923185,90.167063152417,5.210892814978518,70.46278622871164,5.184492307412777,15.078273054366441,0.9834398295440558,5.369506401351998,NORMAL
AcuteStress,StandardMale.xml,982,74.23184224580292,120.78159954798122,75.32919380555812,90.47999571969915,5.177564252524978,70.4660898666956,5.185990213108633,14.978273228490092,0.9847497260016326,5.3706757959185705,NORMAL
AcuteStress,StandardMale.xml,983,74.08360724716051,120.81764963287245,75.70840500778714,90.74481988281558,5.2081663882974345,69.82541238247985,5.183123198537783,14.889431228239935,0.984888290037022,5.373457931206435,NORMAL
AcuteStress,StandardMale.xml,984,73.84510214712552,120.44372403640935,76.1734063527802,90.93017891398992,5.1976299094331395,70.29794531577161,5.180028500222345,14.883711570856985,0.9835291214057945,5.36820737781863,NORMAL
AcuteStress,StandardMale.xml,985,73.90681844532388,120.36514760835495,75.84057798562235,90.68210119319988,5.226966695838915,70.35978250857416,5.179047794818146,14.95033128195848,0.9821822593992529,5.362537046252855,NORMAL
AcuteStress,StandardMale.xml,986,73.86574520054583,120.09963304593201,76.08546705029961,90.75685571551041,5.183853397586626,70.65568032748028,5.180495803439745,14.96480165375646,0.9814598434980599,5.360755856443538,NORMAL
AcuteStress,StandardMale.xml,987,73.6466159969472,120.08587512549369,76.62712906472663,91.11337775164898,5.2115057217660805,70.18106582356393,5.1803321232889905,15.012246765018553,0.9806566947520265,5.363442949195036,NORMAL
AcuteStress,StandardMale.xml,988,73.88736181959304,119.74129242315547,76.4198156112957,90.86030788191563,5.1849354870735604,70.67742164244163,5.180095375133088,15.015237906159484,0.9824074801925172,5.363163649597613,NORMAL
AcuteStress,StandardMale.xml,989,74.09246726979117,119.039633267904,76.66226657976344,90.7880554758103,5.1740511471044925,70.17619153427219,5.1863005620871805,15.076600963072007,0.9834977187875306,5.362749180857959,NORMAL
AcuteStress,StandardMale.xml,990,73.78373588626947,119.42309217715248,77.16663578785663,91.25212125095526,5.162388130581676,69.8888960374616,5.191058163742578,15.200969944398434,0.982509354635014,5.374187750954015,NORMAL
AcuteStress,StandardMale.xml,991,73.76194781333507,118.75151418220327,76.69606572200841,90.71454854207336,5.155763182065543,69.99104204447623,5.19515624033154,15.133798996368043,0.9841421188625065,5.3829619642655295,NORMAL
AcuteStress,StandardMale.xml,992,73.31965836885259,119.38000986190565,76.93822242366055,91.08548490307558,5.118568877424921,69.92967538496467,5.194355578201909,15.252824711120695,0.9854285128658303,5.390521943628766,NORMAL
AcuteStress,StandardMale.xml,993,73.22891067472709,119.36627899374588,77.09633997543006,91.186319648202,5.1391297957223285,69.83490979012892,5.1909028607202545,15.142372077840967,0.984427673939459,5.3890671806421935,NORMAL
AcuteStress,StandardMale.xml,994,73.12130782318515,119.34913163694064,76.43373463491558,90.73886696892393,5.162111864151219,70.1488685803601,5.1947117484454886,15.145256412034819,0.9838613879176421,5.382731792858376,NORMAL
AcuteStress,StandardMale.xml,995,73.16834301203527,119.20518933749119,75.83000658178771,90.28840083368887,5.115625395626515,70.50553782539657,5.192505678355993,15.148728646079354,0.9852974961999603,5.389757816240765,NORMAL
AcuteStress,StandardMale.xml,996,73.42017094349956,119.08873015704634,76.04909328166138,90.3956389067897,5.14605806155879,69.91727976937617,5.192029175092359,15.174565495982772,0.985227113679714,5.385715214741483,NORMAL
AcuteStress,StandardMale.xml,997,73.50279751165596,118.6649630735918,75.60061008606341,89.95539441523954,5.122729490487232,70.08009977181315,5.1973706396743635,15.195537458506868,0.9838876032279631,5.384854620267353,NORMAL
AcuteStress,StandardMale.xml,998,73.61040243068712,118.75981505310975,75.73982803067051,90.07982370481692,5.149339848909442,69.73977258299566,5.198629496415545,15.27073540500416,0.9838838474829419,5.394699071881464,NORMAL
AcuteStress,StandardMale.xml,999,73.65142758199039,118.19549622860863,75.79858314680787,89.93088750740813,5.148519252334919,69.96973921227777,5.201968124823825,15.254384185800053,0.9829414941568663,5.397030648286325,NORMAL
AcuteStress,StandardMale.xml,1000,73.17060773717117,117.97573647461482,76.28895282020645,90.1845473716759,5.112199131047146,69.92782445896604,5.198227434533753,15.354363416278257,0.9824046167962956,5.4031886920312076,NORMAL
AcuteStress,StandardMale.xml,1001,73.0601188214401,118.60936739643381,76.09448593659195,90.26611308987258,5.09264927788356,69.873438448478,5.198455963074419,15.39351581464797,0.9839022443247252,5.39631967955099,NORMAL
AcuteStress,StandardMale.xml,1002,73.03969489472053,118.96285279620298,75.71518192466387,90.1310722151769,5.059674246016337,69.72766060515899,5.200903243615079,15.282033323309468,0.9841029317270528,5.3967539171006536,NORMAL
AcuteStress,StandardMale.xml,1003,73.30456778340387,119.35762693920717,75.98212071995025,90.44062279303589,5.0472272296147915,69.35181920805863,5.202489639929648,15.219984771208484,0.9847220733361374,5.40127040547007,NORMAL
AcuteStress,StandardMale.xml,1004,72.89504551966056,119.35887735297281,76.3833331963503,90.70851458189114,5.013009112251616,68.99875936218851,5.202282885059061,15.150637589015986,0.984346291556165,5.404202355192574,NORMAL
AcuteStress,StandardMale.xml,1005,72.86608247980621,119.02275694930877,76.84200474783285,90.90225548165816,4.990145960292696,68.90887897009654,5.198462712406296,15.150736275698,0.9835454123876514,5.403834326518426,NORMAL
AcuteStress,StandardMale.xml,1006,72.60041822440206,119.50402826581957,76.88959638465475,91.09440701170969,5.028296289712616,68.65895177364524,5.198664968754834,15.21037023200994,0.9837420549561433,5.3968168810159565,NORMAL
AcuteStress,StandardMale.xml,1007,72.668458263859,119.73020479765133,76.33190043944454,90.79800189218014,5.03135547951911,69.31963040195203,5.194364337456081,15.125724928689229,0.9847837449223172,5.397200668400748,NORMAL
AcuteStress,StandardMale.xml,1008,73.01754408740283,119.54085601447092,76.07653329573733,90.56464086864852,5.025846195757727,69.3027345234746,5.197819567858585,15.086093901470411,0.985955296540275,5.389298361651624,NORMAL
AcuteStress,StandardMale.xml,1009,73.03843046418504,119.77005856068834,75.8874191317316,90.51496560805052,5.048539754020289,68.96555204201186,5.193121175868279,15.119793360703614,0.9868082083132597,5.3956671609920885,NORMAL
