scenario_name,patient_file,simulation_time_seconds,heart_rate_bpm,systolic_bp_mmhg,diastolic_bp_mmhg,map_mmhg,cardiac_output_l_min,stroke_volume_ml,blood_volume_l,systemic_vascular_resistance,spo2,cvp_mmhg,clinical_state
HemorrhageCM2,Male_22_Fit_Soldier.xml,333,98.06260922394829,71.86649233267492,51.16795512049402,58.067467524554324,2.9443853203895336,30.121520158369606,3.8377386820847588,24.715121685358746,0.9359619387142151,2.6735190106839726,DECOMPENSATING
HemorrhageCM2,Male_22_Fit_Soldier.xml,334,97.55744700231656,72.29649536496011,51.018263385410066,58.11100737859341,2.974539255058572,30.314171201793986,3.847653892431756,24.485194968848354,0.9357564024718645,2.7008869300545912,DECOMPENSATING
HemorrhageCM2,Male_22_Fit_Soldier.xml,335,96.7930643227574,73.73595011942902,51.85643638803887,59.149607631835586,3.0291911215592195,30.843445919365248,3.8639801534612013,24.37839564752168,0.9360630574014832,2.725440444169436,DECOMPENSATING
HemorrhageCM2,Male_22_Fit_Soldier.xml,336,96.37663529774085,75.18899693988138,52.754063001366774,60.232374314204975,3.065476194372419,31.66387633984629,3.883650065460786,24.094441877919955,0.9361316619603884,2.7615840390019617,COMPENSATING
HemorrhageCM2,Male_22_Fit_Soldier.xml,337,95.83845437828381,75.46355936464988,52.94901492127992,60.453863069069904,3.1114377492192093,32.230558792092914,3.901575291723734,23.80906905726107,0.9378947999758545,2.803680207039223,COMPENSATING
HemorrhageCM2,Male_22_Fit_Soldier.xml,338,95.17594430040232,76.62737843499282,53.71453535308827,61.35214971372312,3.1717100405042427,32.92095299959765,3.9218101169414212,23.732645816298067,0.9399769531808618,2.842372514891104,COMPENSATING
HemorrhageCM2,Male_22_Fit_Soldier.xml,339,94.713595663571,76.98679950576518,53.790333516584724,61.52248884631154,3.1744003680537136,33.782707207079994,3.944030833350905,23.500186069143506,0.941857167602561,2.885127549670851,COMPENSATING
HemorrhageCM2,Male_22_Fit_Soldier.xml,340,94.44586599573329,77.37650580946548,54.50854380043757,62.131197803446874,3.1828170182398146,34.06224049670095,3.9633625136430544,23.410588757134427,0.9429392886478615,2.931355795529009,COMPENSATING
HemorrhageCM2,Male_22_Fit_Soldier.xml,341,93.91419956662497,78.9405499530614,54.56950232420516,62.69318486715724,3.2426900963233787,34.33539862293387,3.988289496015649,23.31650373776479,0.943685116922186,2.972092887234255,COMPENSATING
HemorrhageCM2,Male_22_Fit_Soldier.xml,342,93.26682575285513,80.43737179923221,54.86558252374745,63.38951228224237,3.3168727551235477,35.16503821153739,4.006631587182392,23.01597831858043,0.9455978286929488,3.0229565002402143,COMPENSATING
HemorrhageCM2,Male_22_Fit_Soldier.xml,343,93.013400796191,80.82364317721594,55.99307842904014,64.26993334509874,3.3493681462663285,36.17140803389627,4.0281957059640625,22.728119900400948,0.946447919921878,3.0615395482912096,COMPENSATING
HemorrhageCM2,Male_22_Fit_Soldier.xml,344,92.09390704459,82.39593226200792,56.51520281430797,65.14211263020795,3.407490120574077,36.666718696190465,4.051753118700025,22.637048956284612,0.9471034693248632,3.105893002512591,COMPENSATING
HemorrhageCM2,Male_22_Fit_Soldier.xml,345,91.36240457917104,82.97920035044072,56.990863083529426,65.65364217249986,3.4416367662088416,37.62617871653641,4.072866620889017,22.337397185579754,0.9491324818277793,3.153761077146724,COMPENSATING
HemorrhageCM2,Male_22_Fit_Soldier.xml,346,90.75256367667971,84.41045882627522,57.952418286845585,66.77176513332213,3.4669354774991787,38.305740238861574,4.0976312741186245,22.21303296558279,0.949823038309652,3.1969839448256767,COMPENSATING
HemorrhageCM2,Male_22_Fit_Soldier.xml,347,89.95882269179631,84.80578617165058,58.074723805170414,66.98507792733047,3.539623248115115,38.86418828901576,4.124182388601688,21.939701125338598,0.9501010692036835,3.246781918682627,COMPENSATING
HemorrhageCM2,Male_22_Fit_Soldier.xml,348,89.16114303435779,85.51236326926445,58.381638953219856,67.42521372523473,3.5999709789005707,39.95229615305786,4.149857266316379,21.849889626220907,0.9511429461967275,3.2997285029853707,COMPENSATING
HemorrhageCM2,Male_22_Fit_Soldier.xml,349,88.84431700658618,86.13125939975795,59.23685608192284,68.20165718786788,3.6682060837330575,40.93608981318571,4.17688126549804,21.705799612186176,0.9516820103471557,3.350928641908107,COMPENSATING
HemorrhageCM2,Male_22_Fit_Soldier.xml,350,88.08488246405533,87.52386285412348,59.26127498943713,68.68213761099925,3.712758606009786,41.82366907387203,4.202123957380473,21.577820573194323,0.9535270351651057,3.404481588335864,COMPENSATING
HemorrhageCM2,Male_22_Fit_Soldier.xml,351,87.67832762864522,88.62904734534652,59.200947496147364,69.01031411254708,3.701390531572848,42.65732123838438,4.230782637432032,21.31389718062176,0.9553772567392727,3.45463132720041,COMPENSATING
HemorrhageCM2,Male_22_Fit_Soldier.xml,352,87.36517737720159,89.86358727725205,59.62119994426013,69.7019957219241,3.7610013777873688,42.801466330572616,4.252787062108601,21.101297420749756,0.9564311133446888,3.5109454563756515,COMPENSATING
HemorrhageCM2,Male_22_Fit_Soldier.xml,353,86.50303866828601,90.67581916793924,59.99253100248139,70.22029372430067,3.799311535996116,43.61416738700785,4.279116452757165,20.866441383926208,0.9571922323597414,3.554897810923263,COMPENSATING
HemorrhageCM2,Male_22_Fit_Soldier.xml,354,86.10050897471127,91.44960370654715,59.92625603044427,70.43403858914523,3.83168683704895,44.4475668047087,4.298466000035231,20.70667848621143,0.9576925843054829,3.6066949807079034,COMPENSATING
HemorrhageCM2,Male_22_Fit_Soldier.xml,355,85.53074339557422,92.89727446308301,59.924831536529126,70.91564584538042,3.8849875389048196,45.03432671020829,4.324509746282106,20.554239324888503,0.9590425615367949,3.6455388335218277,COMPENSATING
HemorrhageCM2,Male_22_Fit_Soldier.xml,356,85.50126085795233,93.03292382585019,60.06155017148856,71.05200805627577,3.8822247011311974,45.91000202492448,4.345216531124861,20.28337983486442,0.9595028997268962,3.6965944211098893,COMPENSATING
HemorrhageCM2,Male_22_Fit_Soldier.xml,357,85.3327798234735,93.45128250072842,60.584464446747084,71.54007046474086,3.901797927795526,45.97938212692732,4.367923684527229,20.244594426123776,0.9600976212969308,3.737726820856981,COMPENSATING
HemorrhageCM2,Male_22_Fit_Soldier.xml,358,85.26841064740752,93.83421203960033,61.43070783634994,72.23187590410006,3.9606543948438944,46.33600354782916,4.392757726560148,20.15639762281561,0.9615781726922101,3.782440738729113,COMPENSATING
